accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
HQ023921	Canada:Newfoundland and Labrador, AnaktalakFiord, MS22, mud with cobbles	56.4000015258789 N 61.7900009155273 W	Thelepus cincinnatus voucher TBLABR-063 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Thelepus cincinnatus	""	""	TBLABR-063	""	PRJNA472144	Tanya Brown	2008-10-14
HQ023922	Canada:Newfoundland and Labrador, Nachvak Fiord,site 44, gravelly pebble-cobble	59.0699996948242 N 63.4799995422363 W	Thelepus cincinnatus voucher TBLABR-017 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Thelepus cincinnatus	""	""	TBLABR-017	""	PRJNA472144	Tanya Brown	2008-08-01
HQ023923	Canada:Newfoundland and Labrador, Nachvak Fiord,site 44, gravelly pebble-cobble	59.0699996948242 N 63.4799995422363 W	Thelepus cincinnatus voucher TBLABR-019 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Thelepus cincinnatus	""	""	TBLABR-019	""	PRJNA472144	Tanya Brown	2008-08-01
HQ023924	Canada:Newfoundland and Labrador, Nachvak Fiord,site 44, gravelly pebble-cobble	59.0699996948242 N 63.4799995422363 W	Thelepus cincinnatus voucher TBLABR-021 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Thelepus cincinnatus	""	""	TBLABR-021	""	PRJNA472144	Tanya Brown	2008-08-01
HQ023925	Canada:Newfoundland and Labrador, Nachvak Fiord,site 44, gravelly pebble-cobble	59.0699996948242 N 63.4799995422363 W	Thelepus cincinnatus voucher TBLABR-024 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Thelepus cincinnatus	""	""	TBLABR-024	""	PRJNA472144	Tanya Brown	2008-08-01
HQ023926	Canada:Newfoundland and Labrador, Nachvak Fiord,site 44, gravelly pebble-cobble	59.0699996948242 N 63.4799995422363 W	Thelepus cincinnatus voucher TBLABR-025 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Thelepus cincinnatus	""	""	TBLABR-025	""	PRJNA472144	Tanya Brown	2008-08-01
HQ023927	Canada:Newfoundland and Labrador, AnaktalakFiord, MS14, cohesive mud	56.439998626709 N 61.9500007629395 W	Thelepus sp. CMC01 voucher TBLABR-062 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Thelepus sp. CMC01	""	""	TBLABR-062	""	PRJNA472144	Tanya Brown	2008-10-14
HQ317907	""	""	Solanum lycopersicum ABA aldehyde oxidase (sitiens) gene, sitiens-sit allele, complete cds.	Solanum lycopersicum	""	""	NHM<GBR-Nottingham>:A3099	""	""	""	""
HQ317908	""	""	Solanum lycopersicum ABA aldehyde oxidase (sitiens) gene, sitiens-sitw allele, complete cds.	Solanum lycopersicum	""	""	NHM<GBR-Nottingham>:A3224	""	""	""	""
HQ444284	""	""	Prenda clarissa voucher BR-AVLF-1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial.	Prenda clarissa	""	""	BR-AVLF-1	""	""	""	""
HQ444285	""	""	Prenda clarissa voucher BR-AVLF-1 elongation factor-1 alpha (EF-1a) gene, partial cds.	Prenda clarissa	""	""	BR-AVLF-1	""	""	""	""
HQ444286	""	""	Prenda clarissa voucher BR-AVLF-1 wingless (wgl) gene, partial cds.	Prenda clarissa	""	""	BR-AVLF-1	""	""	""	""
HQ653157	USA:California, Monterey County, Upper CarmelRiver watershed, Hastings Natural History Reservation	""	Collinsia heterophylla voucher A.M. Randle, K.M. Hanley & M.S. Park HBR-A (JEPS) clone 8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Collinsia heterophylla	""	""	A.M. Randle, K.M. Hanley & M.S. ParkHBR-A (JEPS)	""	""	""	""
HQ653356	USA:California, Monterey County, Upper CarmelRiver watershed, Hastings Natural History Reservation	""	Collinsia heterophylla clone 8 external transcribed spacer, partial sequence.	Collinsia heterophylla	""	""	A.M. Randle, K.M. Hanley & M.S. ParkHBR-A (JEPS)	""	""	""	""
HQ653406	USA:California, Monterey County, Upper CarmelRiver watershed, Hastings Natural History Reservation	""	Collinsia heterophylla clone he8CC2_4 CYCLOIDEA-1 (CYC-1) gene, partial cds.	Collinsia heterophylla	""	""	A.M. Randle, K.M. Hanley & M.S. ParkHBR-A (JEPS)	""	""	""	""
HQ653407	USA:California, Monterey County, Upper CarmelRiver watershed, Hastings Natural History Reservation	""	Collinsia heterophylla clone he8CC1 CYCLOIDEA-1 (CYC-1) gene, partial cds.	Collinsia heterophylla	""	""	A.M. Randle, K.M. Hanley & M.S. ParkHBR-A (JEPS)	""	""	""	""
HQ653559	USA:California, Monterey County, Upper CarmelRiver watershed, Hastings Natural History Reservation	""	Collinsia heterophylla clone 8 trnK gene, intron; and maturase K (matK) gene, partial cds; plastid.	Collinsia heterophylla	""	""	A.M. Randle, K.M. Hanley & M.S. ParkHBR-A (JEPS)	""	""	""	""
HQ698376	Viet Nam:Nguyen Binh, Cao Bang	""	Tamiops maritimus voucher IEBR-Ca10 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops maritimus	""	""	IEBR-Ca10	""	""	""	""
HQ698377	Viet Nam:Nguyen Binh, Cao Bang	""	Tamiops maritimus voucher IEBR-Ca13 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops maritimus	""	""	IEBR-Ca13	""	""	""	""
HQ698380	Viet Nam:Tam Dao, Vinh Phuc	""	Tamiops maritimus voucher IEBR-JP013 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops maritimus	""	""	IEBR-JP013	""	""	""	""
HQ698381	Viet Nam:Tam Dao, Vinh Phuc	""	Tamiops maritimus voucher IEBR-JP014 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops maritimus	""	""	IEBR-JP014	""	""	""	""
HQ698382	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP192 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops maritimus	""	""	IEBR-JP192	""	""	""	""
HQ698383	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP193 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops maritimus	""	""	IEBR-JP193	""	""	""	""
HQ698384	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP195 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops maritimus	""	""	IEBR-JP195	""	""	""	""
HQ698385	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP196 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops maritimus	""	""	IEBR-JP196	""	""	""	""
HQ698386	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP201 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops maritimus	""	""	IEBR-JP201	""	""	""	""
HQ698387	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP205 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops maritimus	""	""	IEBR-JP205	""	""	""	""
HQ698393	Viet Nam:Bach Ma National Park, Thua Thien	""	Tamiops rodolphii voucher IEBR-BM19 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops rodolphii	""	""	IEBR-BM19	""	""	""	""
HQ698394	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP121 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops rodolphii	""	""	IEBR-JP121	""	""	""	""
HQ698395	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP124 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops rodolphii	""	""	IEBR-JP124	""	""	""	""
HQ698396	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP126 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops rodolphii	""	""	IEBR-JP126	""	""	""	""
HQ698397	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP139 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops rodolphii	""	""	IEBR-JP139	""	""	""	""
HQ698398	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP143 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops rodolphii	""	""	IEBR-JP143	""	""	""	""
HQ698399	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP147 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops rodolphii	""	""	IEBR-JP147	""	""	""	""
HQ698401	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP130 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops swinhoei	""	""	IEBR-JP130	""	""	""	""
HQ698402	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP131 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops swinhoei	""	""	IEBR-JP131	""	""	""	""
HQ698403	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP132 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops swinhoei	""	""	IEBR-JP132	""	""	""	""
HQ698404	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP134 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops swinhoei	""	""	IEBR-JP134	""	""	""	""
HQ698405	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP136 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops swinhoei	""	""	IEBR-JP136	""	""	""	""
HQ698406	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP137 cytochrome b (cyt-b) gene, complete cds; mitochondrial.	Tamiops swinhoei	""	""	IEBR-JP137	""	""	""	""
HQ698424	Viet Nam:Tam Dao, Vinh Phuc	""	Tamiops maritimus voucher IEBR-JP013 protein kinase C iota (PRKCI) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP013	""	""	""	""
HQ698425	Viet Nam:Tam Dao, Vinh Phuc	""	Tamiops maritimus voucher IEBR-JP014 protein kinase C iota (PRKCI) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP014	""	""	""	""
HQ698426	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP192 protein kinase C iota (PRKCI) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP192	""	""	""	""
HQ698427	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP201 protein kinase C iota (PRKCI) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP201	""	""	""	""
HQ698428	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP205 protein kinase C iota (PRKCI) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP205	""	""	""	""
HQ698431	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP124 protein kinase C iota (PRKCI) gene, partial cds.	Tamiops rodolphii	""	""	IEBR-JP124	""	""	""	""
HQ698432	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP126 protein kinase C iota (PRKCI) gene, partial cds.	Tamiops rodolphii	""	""	IEBR-JP126	""	""	""	""
HQ698433	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP143 protein kinase C iota (PRKCI) gene, partial cds.	Tamiops rodolphii	""	""	IEBR-JP143	""	""	""	""
HQ698434	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP130 protein kinase C iota (PRKCI) gene, partial cds.	Tamiops swinhoei	""	""	IEBR-JP130	""	""	""	""
HQ698435	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP131 protein kinase C iota (PRKCI) gene, partial cds.	Tamiops swinhoei	""	""	IEBR-JP131	""	""	""	""
HQ698436	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP132 protein kinase C iota (PRKCI) gene, partial cds.	Tamiops swinhoei	""	""	IEBR-JP132	""	""	""	""
HQ698452	Viet Nam:Tam Dao, Vinh Phuc	""	Tamiops maritimus voucher IEBR-JP013 RAG1 protein (RAG1) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP013	""	""	""	""
HQ698453	Viet Nam:Tam Dao, Vinh Phuc	""	Tamiops maritimus voucher IEBR-JP014 RAG1 protein (RAG1) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP014	""	""	""	""
HQ698454	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP192 RAG1 protein (RAG1) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP192	""	""	""	""
HQ698455	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP201 RAG1 protein (RAG1) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP201	""	""	""	""
HQ698456	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP205 RAG1 protein (RAG1) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP205	""	""	""	""
HQ698459	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP124 RAG1 protein (RAG1) gene, partial cds.	Tamiops rodolphii	""	""	IEBR-JP124	""	""	""	""
HQ698460	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP126 RAG1 protein (RAG1) gene, partial cds.	Tamiops rodolphii	""	""	IEBR-JP126	""	""	""	""
HQ698461	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP143 RAG1 protein (RAG1) gene, partial cds.	Tamiops rodolphii	""	""	IEBR-JP143	""	""	""	""
HQ698462	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP130 RAG1 protein (RAG1) gene, partial cds.	Tamiops swinhoei	""	""	IEBR-JP130	""	""	""	""
HQ698463	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP131 RAG1 protein (RAG1) gene, partial cds.	Tamiops swinhoei	""	""	IEBR-JP131	""	""	""	""
HQ698464	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP132 RAG1 protein (RAG1) gene, partial cds.	Tamiops swinhoei	""	""	IEBR-JP132	""	""	""	""
HQ698480	Viet Nam:Tam Dao, Vinh Phuc	""	Tamiops maritimus voucher IEBR-JP013 SMCY protein (SMCY) gene, intron 7 and partial cds.	Tamiops maritimus	""	""	IEBR-JP013	""	""	""	""
HQ698481	Viet Nam:Tam Dao, Vinh Phuc	""	Tamiops maritimus voucher IEBR-JP014 SMCY protein (SMCY) gene, intron 7 and partial cds.	Tamiops maritimus	""	""	IEBR-JP014	""	""	""	""
HQ698482	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP192 SMCY protein (SMCY) gene, intron 7 and partial cds.	Tamiops maritimus	""	""	IEBR-JP192	""	""	""	""
HQ698483	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP201 SMCY protein (SMCY) gene, intron 7 and partial cds.	Tamiops maritimus	""	""	IEBR-JP201	""	""	""	""
HQ698484	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP205 SMCY protein (SMCY) gene, intron 7 and partial cds.	Tamiops maritimus	""	""	IEBR-JP205	""	""	""	""
HQ698487	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP124 SMCY protein (SMCY) gene, intron 7 and partial cds.	Tamiops rodolphii	""	""	IEBR-JP124	""	""	""	""
HQ698488	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP126 SMCY protein (SMCY) gene, intron 7 and partial cds.	Tamiops rodolphii	""	""	IEBR-JP126	""	""	""	""
HQ698489	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP143 SMCY protein (SMCY) gene, intron 7 and partial cds.	Tamiops rodolphii	""	""	IEBR-JP143	""	""	""	""
HQ698490	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP130 SMCY protein (SMCY) gene, intron 7 and partial cds.	Tamiops swinhoei	""	""	IEBR-JP130	""	""	""	""
HQ698491	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP131 SMCY protein (SMCY) gene, intron 7 and partial cds.	Tamiops swinhoei	""	""	IEBR-JP131	""	""	""	""
HQ698492	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP132 SMCY protein (SMCY) gene, intron 7 and partial cds.	Tamiops swinhoei	""	""	IEBR-JP132	""	""	""	""
HQ698508	Viet Nam:Tam Dao, Vinh Phuc	""	Tamiops maritimus voucher IEBR-JP013 sex-determining region Y protein (SRY) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP013	""	""	""	""
HQ698509	Viet Nam:Tam Dao, Vinh Phuc	""	Tamiops maritimus voucher IEBR-JP014 sex-determining region Y protein (SRY) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP014	""	""	""	""
HQ698510	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP192 sex-determining region Y protein (SRY) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP192	""	""	""	""
HQ698511	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP201 sex-determining region Y protein (SRY) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP201	""	""	""	""
HQ698512	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP205 sex-determining region Y protein (SRY) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP205	""	""	""	""
HQ698515	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP124 sex-determining region Y protein (SRY) gene, partial cds.	Tamiops rodolphii	""	""	IEBR-JP124	""	""	""	""
HQ698516	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP126 sex-determining region Y protein (SRY) gene, partial cds.	Tamiops rodolphii	""	""	IEBR-JP126	""	""	""	""
HQ698517	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP143 sex-determining region Y protein (SRY) gene, partial cds.	Tamiops rodolphii	""	""	IEBR-JP143	""	""	""	""
HQ698518	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP130 sex-determining region Y protein (SRY) gene, partial cds.	Tamiops swinhoei	""	""	IEBR-JP130	""	""	""	""
HQ698519	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP131 sex-determining region Y protein (SRY) gene, partial cds.	Tamiops swinhoei	""	""	IEBR-JP131	""	""	""	""
HQ698520	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP132 sex-determining region Y protein (SRY) gene, partial cds.	Tamiops swinhoei	""	""	IEBR-JP132	""	""	""	""
HQ698536	Viet Nam:Tam Dao, Vinh Phuc	""	Tamiops maritimus voucher IEBR-JP013 interphotoreceptor binding protein (IRBP) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP013	""	""	""	""
HQ698537	Viet Nam:Tam Dao, Vinh Phuc	""	Tamiops maritimus voucher IEBR-JP014 interphotoreceptor binding protein (IRBP) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP014	""	""	""	""
HQ698538	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP192 interphotoreceptor binding protein (IRBP) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP192	""	""	""	""
HQ698539	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP201 interphotoreceptor binding protein (IRBP) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP201	""	""	""	""
HQ698540	Viet Nam:Phu Yen, Sonla	""	Tamiops maritimus voucher IEBR-JP205 interphotoreceptor binding protein (IRBP) gene, partial cds.	Tamiops maritimus	""	""	IEBR-JP205	""	""	""	""
HQ698543	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP124 interphotoreceptor binding protein (IRBP) gene, partial cds.	Tamiops rodolphii	""	""	IEBR-JP124	""	""	""	""
HQ698544	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP126 interphotoreceptor binding protein (IRBP) gene, partial cds.	Tamiops rodolphii	""	""	IEBR-JP126	""	""	""	""
HQ698545	Viet Nam:Kien Luong, Kien Giang	""	Tamiops rodolphii voucher IEBR-JP143 interphotoreceptor binding protein (IRBP) gene, partial cds.	Tamiops rodolphii	""	""	IEBR-JP143	""	""	""	""
HQ698546	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP130 interphotoreceptor binding protein (IRBP) gene, partial cds.	Tamiops swinhoei	""	""	IEBR-JP130	""	""	""	""
HQ698547	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP131 interphotoreceptor binding protein (IRBP) gene, partial cds.	Tamiops swinhoei	""	""	IEBR-JP131	""	""	""	""
HQ698548	Viet Nam:Sapa, Lao Cai	""	Tamiops swinhoei voucher IEBR-JP132 interphotoreceptor binding protein (IRBP) gene, partial cds.	Tamiops swinhoei	""	""	IEBR-JP132	""	""	""	""
JF911801	Poland:FRS	""	Cyprinus carpio x Carassius auratus voucher FRS-HP-hybr-385 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; and 5.8S ribosomal RNA gene, partial sequence.	Cyprinus carpio x Carassius auratus	""	""	FRS-HP-hybr-385	""	""	""	""
JN026725	""	""	Gobioides broussonnetii voucher GOBR-Petshop-3 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Gobioides broussonnetii	""	""	GOBR-Petshop-3	""	PRJNA37833	""	""
JN026726	""	""	Gobioides broussonnetii voucher GOBR-Petshop-2 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Gobioides broussonnetii	""	""	GOBR-Petshop-2	""	PRJNA37833	""	""
JN026727	""	""	Gobioides broussonnetii voucher GOBR-Petshop-1 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.	Gobioides broussonnetii	""	""	GOBR-Petshop-1	""	PRJNA37833	""	""
JN049690	""	""	Psychotria brachyanthoides voucher BR-2009044596 external transcribed spacer, partial sequence.	Psychotria brachyanthoides	""	""	BR-2009044596	""	""	""	""
JN049742	""	""	Psychotria brachyanthoides voucher BR-2009044596 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Psychotria brachyanthoides	""	""	BR-2009044596	""	""	""	""
JN053638	""	""	Pavetta hispida voucher BR-Dessein et al. 1943 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta hispida	""	""	BR-Dessein et al. 1943	""	""	""	""
JN053639	""	""	Pavetta batesiana voucher BR-Dessein et al. 1984 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta batesiana	""	""	BR-Dessein et al. 1984	""	""	""	""
JN053640	""	""	Pavetta hookeriana voucher BR-Dessein et al. 3046 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta hookeriana	""	""	BR-Dessein et al. 3046	""	""	""	""
JN053641	""	""	Pavetta hookeriana voucher BR-Dessein et al. 3048 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta hookeriana	""	""	BR-Dessein et al. 3048	""	""	""	""
JN053642	""	""	Pavetta rigida voucher BR-Dessein et al. 3167 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta rigida	""	""	BR-Dessein et al. 3167	""	""	""	""
JN053643	""	""	Pavetta hispida voucher BR-Dessein et al. 3176 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Pavetta hispida	""	""	BR-Dessein et al. 3176	""	""	""	""
